   ,YEAR_MONTH,CUSTOMER_CODE,SUM(A.SALES_QTY_TOT),SUM(SALES_VALUE_TOT)
19001,2020-12,000000009021328,48.76,190651.6
19002,2020-11,000000009008159,50.08,2238576
19003,2021-01,000000009015886,4.98,281071.2
19004,2021-01,000000009006726,252.81,12635508.5
19005,2021-01,000000009010988,61.36,3240421.6
19006,2021-01,000000009002418,62.62,3128495.2
19007,2021-01,000000009005523,124.57,6397915.2
19008,2021-01,000000009008326,173.38,8784766
19009,2021-02,000000009011423,572.54,31470622
19010,2020-12,000000009021281,43.9,2063300
19011,2021-02,000000009002269,97.12,5013201
19012,2021-02,000000009016999,1727.88,92582757
19013,2021-02,000000009001088,282.88,13323341.6
19014,2021-02,000000009013198,61.28,618315.2
19015,2021-02,000000009020915,156.84,7929130
19016,2020-11,000000009021708,15.36,649212
19017,2021-01,000000009001071,22.64,1237204
19018,2021-01,000000009019368,101.65,5661587.6
19019,2021-01,000000009021472,43.31,2429315.4
19020,2021-02,000000009005381,1283.96,62626975.3
19021,2021-02,000000009019078,29.8,1382720
19022,2021-02,000000009016994,48.81,2470865
19023,2021-02,000000009000065,3618.74,181171195.2
19024,2021-02,000000009002598,244.76,13627466
19025,2021-01,000000009012201,15.76,828440.16
19026,2021-01,000000009011399,71.15,3892570
19027,2021-01,000000009014139,6.18,341142
19028,2021-02,000000009011438,697.83,31765941.8
19029,2021-02,000000009022307,9.89,542090.4
19030,2021-02,000000009000407,11.83,664801.33
19031,2021-02,000000009010986,124.2,6084018
19032,2021-02,000000009016024,81.48,4400084.97
19033,2021-01,000000009018738,431.21,22517786.2
19034,2021-01,000000009020768,14.24,831616
19035,2021-02,000000009010194,200,2200420
19036,2021-02,000000009002908,31.22,1687502
19037,2021-02,000000009000182,34.72,1698750
19038,2021-02,000000009019665,24.7,15437.5
19039,2021-02,000000009009399,432.78,20661985
19040,2021-02,000000009011191,16.75,886075
19041,2021-02,000000009001769,1227.79,60725148.4
19042,2021-02,000000009000535,275.04,12815849
19043,2020-12,000000009002391,58.59,2944351
19044,2021-01,000000009000490,4.16,221103
19045,2021-01,000000009004787,24.78,854910
19046,2021-01,000000009007901,75.84,3503808
19047,2021-02,000000009014246,148.19,7465150
19048,2021-02,000000009013199,290.34,13966178.5
19049,2021-02,000000009006235,52.18,2246349
19050,2021-01,000000009002248,25.82,1250979
19051,2021-01,000000009015994,194.12,8450600.8
19052,2021-02,000000009017090,30,1546800
19053,2021-02,000000009001440,66.42,3530843
19054,2021-02,000000009001801,531.84,24816883.2
19055,2021-02,000000009008488,347.27,17896675
19056,2020-12,000000009021840,12,560724.8
19057,2020-12,000000009001719,64.49,3082511.5
19058,2021-01,000000009011282,24.16,833520
19059,2021-02,000000009021796,104.4,5886273.25
19060,2020-12,000000009001376,12.48,607776
19061,2020-12,000000009007275,10.41,557764.8
19062,2020-12,000000009020164,2.45,130433.8
19063,2020-12,000000009019081,48.68,25557
19064,2021-02,000000009021181,1865.61,97963712
19065,2021-01,000000009002427,10.46,549778
19066,2020-12,000000009004411,18.65,945555
19067,2020-12,000000009021890,51.32,2718199
19068,2020-12,000000009020117,31.54,1634114.88
19069,2021-01,000000009001616,18.96,932832
19070,2021-01,000000009014851,29.02,1620429
19071,2021-02,000000009018528,107.31,5730354
19072,2021-02,000000009009048,509.28,24338161
19073,2021-02,000000009000300,20.92,1011789
19074,2021-01,000000009014031,52.6,2950860
19075,2020-12,000000009008594,25.46,1255699
19076,2021-01,000000009002298,20,220200
19077,2021-02,000000009000737,79.41,3775945.5
19078,2021-01,000000009014996,4.49,259989.4
19079,2021-01,000000009006659,24.44,1164566
19080,2021-01,000000009017119,38.4,2152956
19081,2021-01,000000009013962,36.4,1710800
19082,2021-02,000000009001355,62.92,2898095.2
19083,2021-02,000000009001718,14.56,789152
19084,2021-02,000000009022142,73.15,3779147.5
19085,2020-12,000000009012872,16.64,878910.09
19086,2021-01,000000009017322,10.57,537590.2
19087,2020-11,000000009021766,0.7,30180.4
19088,2021-02,000000009017388,179.3,860640
19089,2020-12,000000009010689,9.55,467950
19090,2020-12,000000009015697,49.66,2479756.8
19091,2021-02,000000009009312,160,1760480
19092,2021-02,000000009020636,76.73,8440.3
19093,2020-12,000000009002844,20.32,1142187.2
19094,2020-12,000000009008159,25.14,1153926
19095,2021-01,000000009010966,69.82,3597824.6
19096,2021-02,000000009002765,2104.01,109997631
19097,2021-01,000000009019958,4.18,207746
19098,2021-02,000000009011399,61.3,3277094
19099,2020-12,000000009018353,13.88,697782.88
19100,2021-02,000000009013273,779.17,34037108.7
19101,2020-12,000000009020612,14.86,703175.2
19102,2021-02,000000009018571,20.67,913999.5
19103,2021-02,000000009000490,4.16,216320
19104,2021-02,000000009011665,10.64,584591.3
19105,2020-12,000000009021209,28.44,1552824
19106,2020-11,000000009007163,32.09,1402333
19107,2021-02,000000009015990,41.48,2142566
19108,2020-12,000000009020630,25.02,1340337.6
19109,2020-11,000000009950137,29994.47,952631865.82
19110,2020-12,000000009020400,2.44,114680
19111,2021-01,000000009021927,18.58,1064054.8
19112,2020-12,000000009004623,12.21,590640.3
19113,2021-01,000000009007727,8.13,392679
19114,2020-11,000000009016161,18.4,787520
19115,2020-12,000000009000858,17.9,884260
19116,2021-01,000000009001838,61.79,3222348.5
19117,2021-01,000000009000555,129.28,5752960
19118,2020-11,000000009020887,40.72,1669520
19119,2020-12,000000009021121,61.09,2913993
19120,2020-12,000000009002041,6.19,305167
19121,2021-01,000000009021157,21.78,1041084
19122,2020-12,000000009020663,25.02,1200960
19123,2020-12,000000009020409,21.84,1028664
19124,2021-03,000000009000293,6311.66,308892924.7
19125,2021-03,000000009004552,1826.62,85103796.6
19126,2021-03,000000009009894,696.9,30496719.3
19127,2021-03,000000009007840,50.62,2333134
19128,2021-03,000000009018105,1015.32,54503276.6
19129,2021-03,000000009016008,286.55,14335786
19130,2021-03,000000009015783,262.65,13203081
19131,2021-03,000000009022520,293.18,14524134
19132,2021-03,000000009000065,1189.39,59353803.5
19133,2021-03,000000009006368,3355.47,168455982.6
19134,2021-03,000000009015713,579.48,30828336
19135,2021-03,000000009011784,271.66,13134285
19136,2021-03,000000009001476,4206.5,210188123.2
19137,2021-03,000000009020109,82.12,4219988.28
19138,2021-03,000000009016251,118.48,5771378.6
19139,2021-03,000000009020537,8328.79,410199749
19140,2021-03,000000009000147,1967.88,94445854
19141,2021-03,000000009000768,4124.41,199893525
19142,2021-03,000000009002306,1619.08,82390789.6
19143,2021-03,000000009000158,314.13,15363305.4
19144,2021-03,000000009001689,513.51,24870472.1
19145,2021-03,000000009001692,768.45,36335445
19146,2021-03,000000009010988,569.8,27577405.2
19147,2021-03,000000009017119,214.69,11155690.1
19148,2021-03,000000009017225,43.26,2171652
19149,2021-03,000000009000308,4070.24,202759809.6
19150,2021-03,000000009001713,557.72,25667190
19151,2021-03,000000009001838,218.06,11496355
19152,2021-03,000000009012317,165.37,8500018
19153,2021-03,000000009015488,49.74,2208456
19154,2021-03,000000009001054,133.52,6563219
19155,2021-03,000000009022401,233.78,10712799
19156,2021-03,000000009002838,65.16,430056
19157,2021-03,000000009013323,348.69,15623843
19158,2021-03,000000009000354,909.12,44803213.6
19159,2021-03,000000009018698,23.34,1187880
19160,2021-03,000000009001036,392.24,19157247.4
19161,2021-03,000000009022662,8.36,410476
19162,2021-03,000000009021531,72.86,3664858
19163,2021-03,000000009002718,286.52,14354041
19164,2021-02,000000009020723,7.94,415023.8
19165,2021-03,000000009000013,3226.35,163998816
19166,2021-03,000000009001565,203.01,10178538
19167,2021-03,000000009004735,12.96,655604.2
19168,2021-03,000000009007830,1933.09,99177791
19169,2021-03,000000009010606,340.93,16477060
19170,2021-03,000000009009831,166.57,7955940
19171,2021-04,000000009007163,34.76,1776628.4
19172,2021-04,000000009002220,251.72,10753058
19173,2021-04,000000009002152,2363.31,122082361.9
19174,2021-03,000000009001254,171.02,8322566.5
19175,2021-03,000000009002510,1288.9,62627692.5
19176,2021-03,000000009018256,96.05,4908170
19177,2021-03,000000009018780,1268.61,58400974.5
19178,2021-03,000000009001434,157.49,7724056.2
19179,2021-03,000000009011064,4364.55,219169000.6
19180,2021-02,000000009022402,25.3,1281703
19181,2021-03,000000009001303,468.38,22739849
19182,2021-03,000000009001258,62.4,2977269
19183,2021-03,000000009001648,45.81,2250282
19184,2021-03,000000009016437,202.92,10780746.59
19185,2021-03,000000009017075,29.79,1566752.6
19186,2021-03,000000009014829,407.43,19571935.5
19187,2021-03,000000009000893,4457.31,152701839
19188,2021-03,000000009021779,268.56,9345346
19189,2021-04,000000009001229,689.64,34885895
19190,2021-04,000000009013710,26602.24,19763149.99
19191,2021-04,000000009018775,234.34,1288870
19192,2021-03,000000009001547,1500.63,72893687.8
19193,2021-03,000000009000487,4.16,204672
19194,2021-03,000000009001141,63.86,2957657
19195,2021-03,000000009000829,357.72,16467332.4
19196,2021-03,000000009021610,312.43,15076767.2
19197,2021-04,000000009006809,1242.64,27837400
19198,2021-04,000000009014051,216.52,2221495.2
19199,2021-03,000000009005177,2077.84,101330122
19200,2021-03,000000009000133,452.53,22375534.8
19201,2021-03,000000009010911,213.08,10465678
19202,2021-03,000000009016024,139.54,7170723.58
19203,2021-03,000000009022449,23.25,1194004.3
19204,2021-03,000000009013215,192.15,10472175
19205,2021-03,000000009002088,21.9,1205595
19206,2021-03,000000009022471,295.15,32466.5
19207,2021-03,000000009001580,55.59,2695389.6
19208,2021-03,000000009009046,601.08,28738900.5
19209,2021-03,000000009015668,290.4,14215610
19210,2021-03,000000009011280,4,191000
19211,2021-03,000000009008675,797.1,43575106
19212,2021-03,000000009002443,309.25,14977729
19213,2021-03,000000009020613,14.47,698553.95
19214,2021-03,000000009000890,220.72,10675946.5
19215,2021-03,000000009008978,34.66,1722602
19216,2021-03,000000009001376,39.2,1893360
19217,2021-03,000000009002388,3.32,174615.2
19218,2021-03,000000009002724,24.92,1255968
19219,2021-03,000000009000942,44.28,2275530.8
19220,2021-03,000000009021904,134.98,6487910
19221,2021-03,000000009002307,79.2,3493338
19222,2021-03,000000009020392,159.62,7822967.2
19223,2021-03,000000009014539,23.4,1215659.99
19224,2021-03,000000009950028,29997.43,1252865462
19225,2021-03,000000009000803,55.62,2635831.8
19226,2021-03,000000009019980,59.58,2985916
19227,2021-03,000000009019334,23.7,1108770
19228,2021-03,000000009011282,24.22,731686.2
19229,2021-03,000000009002806,182.59,8910392
19230,2021-03,000000009022131,184.68,3904654
19231,2021-03,000000009018678,279.44,12854240
19232,2021-03,000000009005304,781.62,39435230
19233,2021-03,000000009012275,31.92,1388520
19234,2021-03,000000009007151,30.78,1511298
19235,2021-03,000000009002830,200.3,9080880.6
19236,2021-03,000000009001145,193.66,4313507
19237,2021-03,000000009000015,112.58,5381324
19238,2021-03,000000009021298,156.78,6302556
19239,2021-02,000000009000622,135.77,7434366
19240,2021-04,000000009002777,194.84,9735254.6
19241,2021-04,000000009018377,222.09,10221530.8
19242,2021-04,000000009000215,128.73,6791187
19243,2021-04,000000009005321,1207.36,59491978.5
19244,2021-04,000000009021181,1338.56,72806905.8
19245,2021-04,000000009018340,31.42,1598200
19246,2021-04,000000009011665,10.11,561526.3
19247,2021-04,000000009002838,425.26,4975542
19248,2021-04,000000009022402,42.09,2226326
19249,2021-04,000000009002386,1518.56,79814855.5
19250,2021-02,000000009004714,74.73,3631878
19251,2021-02,000000009019467,220.71,10373370
19252,2021-02,000000009001338,195.64,10475832
19253,2021-03,000000009011136,311.73,15037353
19254,2021-02,000000009000434,64.26,3240148
19255,2021-04,000000009015098,2420.01,118880625
19256,2021-04,000000009022663,551.4,18592728
19257,2021-04,000000009009412,29.23,1559505.8
19258,2021-04,000000009019442,6.78,391340
19259,2021-04,000000009008410,1617.37,82265091.5
19260,2021-04,000000009015668,480.1,25452836
19261,2021-03,000000009016171,65.97,3415266.9
19262,2021-04,000000009021420,335.88,17405070
19263,2021-04,000000009008726,338.08,17567592.2
19264,2021-03,000000009022665,71.69,3498245
19265,2021-04,000000009022399,32.53,1799857
19266,2021-04,000000009022675,165.2,8859455
19267,2021-04,000000009001855,884.46,49559590
19268,2021-04,000000009001877,556.93,26191568
19269,2021-04,000000009002145,277.65,13798137.2
19270,2021-03,000000009009378,385.33,19836788.4
19271,2021-04,000000009000147,489.23,25374853
19272,2021-03,000000009007872,30.61,1437139.5
19273,2021-04,000000009018854,112.31,5880890
19274,2021-03,000000009016875,27.01,1391150
19275,2021-04,000000009015987,554.64,29725021
19276,2021-04,000000009000113,241.43,12770873.2
19277,2021-04,000000009010963,111.48,5713478.8
19278,2021-04,000000009016336,28.82,1472582
19279,2021-04,000000009013291,1458.4,69235952
19280,2021-04,000000009020929,122.74,6438940.4
19281,2021-04,000000009018361,76.14,3902787.6
19282,2021-04,000000009006022,27.01,1439633
19283,2021-03,000000009018955,146.26,5777270
19284,2021-04,000000009004623,31.61,1763498.9
19285,2021-04,000000009011355,103.61,5683494.7
19286,2021-03,000000009022657,29.26,1434136.4
19287,2021-03,000000009000912,43.42,2167711
19288,2021-04,000000009012613,633.65,30852653.8
19289,2021-04,000000009018678,198.35,9738985
19290,2021-04,000000009022727,188.14,9873007.8
19291,2021-03,000000009000952,29.66,1570851.8
19292,2021-04,000000009000740,942.98,49421911
19293,2021-04,000000009002352,1174.86,59200127
19294,2021-04,000000009002322,300,2552000
19295,2021-04,000000009009254,448.11,5242887
19296,2021-02,000000009001503,24.68,746816.8
19297,2021-02,000000009000206,73.29,3822990
19298,2021-03,000000009000593,187.46,8896456
19299,2021-04,000000009007942,995.55,50760126
19300,2021-04,000000009015934,29.92,1457104
19301,2021-03,000000009014194,11.79,556488
19302,2021-02,000000009009330,129.1,6708036
19303,2021-03,000000009019760,9.91,526246.81
19304,2021-04,000000009011136,62.32,3125971.2
19305,2021-04,000000009000816,592.32,29794343.2
19306,2021-03,000000009021420,11.9,630700
19307,2021-03,000000009013025,140.62,6791946
19308,2021-04,000000009001903,10.24,594729
19309,2021-04,000000009012373,159.3,8370252.3
19310,2021-02,000000009009378,379.75,19663455
19311,2021-04,000000009006901,83.49,4349441.8
19312,2021-04,000000009012474,30.64,1594620.4
19313,2021-02,000000009021527,20.98,1042706
19314,2021-04,000000009018142,289.2,15069650
19315,2021-04,000000009017582,453.82,22141050
19316,2021-03,000000009002861,53.6,2722880
19317,2021-02,000000009004636,251.86,11337981.62
19318,2021-02,000000009021096,8.95,420471
19319,2021-04,000000009016318,729.34,31561389.8
19320,2021-04,000000009020109,11.9,659392.07
19321,2021-03,000000009005737,80.76,3836100
19322,2021-03,000000009015914,2.4,107856
19323,2021-04,000000009005531,374.53,20329681
19324,2021-02,000000009006726,305.69,14144200.9
19325,2021-04,000000009015971,103.64,5441419.2
19326,2021-04,000000009007156,64.41,3303698.7
19327,2021-04,000000009022756,531.01,24816521
19328,2021-03,000000009020367,69.6,2470800
19329,2021-03,000000009021232,6.16,322163.2
19330,2021-04,000000009001734,102.65,5094962.15
19331,2021-04,000000009014155,91.36,2679880
19332,2021-03,000000009004785,124.2,8137580
19333,2021-03,000000009000568,11,537900
19334,2021-02,000000009020470,108.53,5072744
19335,2021-04,000000009010659,140,1191200
19336,2021-04,000000009018738,424.92,21679418.4
19337,2021-04,000000009004383,107.9,6203918
19338,2021-04,000000009006124,33.95,1812102
19339,2021-04,000000009001459,70.77,3580541
19340,2021-04,000000009022730,24.72,1318160
19341,2021-04,000000009011430,220.88,10180175
19342,2021-04,000000009005696,165.71,8528277.5
19343,2021-02,000000009002763,10.38,537721.8
19344,2021-04,000000009011815,20.72,1086976
19345,2021-03,000000009021727,4.76,245975.2
19346,2021-02,000000009000063,30.76,1448796
19347,2021-04,000000009001274,38.78,2002535.8
19348,2021-03,000000009022509,8.6,467385.2
19349,2021-03,000000009000123,30.43,1516162.9
19350,2021-04,000000009021648,62.42,2719580
19351,2021-03,000000009020960,287.2,1321120
19352,2021-04,000000009000341,10.41,545484
19353,2021-02,000000009016165,90.36,4557439.6
19354,2021-04,000000009015477,14.26,530472
19355,2021-04,000000009019304,27.81,1464474.6
19356,2021-03,000000009020929,123.31,5963271.6
19357,2021-03,000000009014276,34.57,1739808.8
19358,2021-04,000000009010838,44.43,2448106.8
19359,2021-04,000000009014746,90.28,406260
19360,2021-04,000000009001615,96.21,4799986
19361,2021-02,000000009017209,31.4,1609878
19362,2021-04,000000009007840,12.04,558656
19363,2021-04,000000009018465,184.47,9134352
19364,2021-04,000000009007997,79.11,3741699
19365,2021-04,000000009011438,225.71,11033210
19366,2021-04,000000009013021,87.11,4242903.5
19367,2021-02,000000009004755,127.25,6040907.5
19368,2021-03,000000009005383,16.5,862950
19369,2021-04,000000009021830,15.86,872095.4
19370,2021-04,000000009950154,67044.54,2657682710.6
19371,2021-04,000000009021892,442.8,16848540
19372,2021-02,000000009009608,29.66,1567359.4
19373,2021-02,000000009000207,39.67,2071517.8
19374,2021-04,000000009008686,117.98,6118270
19375,2021-04,000000009009312,60,511800
19376,2021-04,000000009008482,74.65,3749915.8
19377,2021-04,000000009003207,43,2163973
19378,2021-04,000000009022587,290.52,31957.2
19379,2021-04,000000009020811,33.44,1592747.2
19380,2021-04,000000009012983,58.68,3255566.4
19381,2021-03,000000009016994,21.65,1076055
19382,2021-04,000000009950175,29993.97,1143215667.45
19383,2021-03,000000009001061,21.84,1200108
19384,2021-04,000000009022493,25.5,1337282.4
19385,2021-04,000000009021680,2.1,115362
19386,2021-03,000000009019465,14.98,677096
19387,2021-03,000000009022639,5.57,300573.2
19388,2021-02,000000009016804,14.75,776483.2
19389,2021-03,000000009015007,59.1,2793170
19390,2021-03,000000009016190,5.59,290790
19391,2021-04,000000009021134,87.96,4647470
19392,2021-04,000000009015018,9.84,552258
19393,2021-03,000000009022645,26.48,1328320
19394,2021-03,000000009011345,10.65,513155.65
19395,2021-03,000000009018685,46.34,126971.6
19396,2021-03,000000009006054,57.59,2825735
19397,2021-03,000000009002092,6.2,305040
19398,2021-02,000000009001460,7.24,403534
19399,2021-02,000000009008326,49.69,2313069.5
19400,2021-03,000000009000489,6.25,307500
19401,2021-04,000000009001366,44.74,2324247.6
19402,2021-03,000000009001202,12.51,622998
19403,2021-02,000000009007096,7.77,418647.6
19404,2021-04,000000009002355,8.56,422949.6
19405,2021-04,000000009004895,22.72,1148268.8
19406,2021-06,000000009018258,1027.37,55072042.2
19407,2021-06,000000009019334,32.64,1661355
19408,2021-05,000000009011464,290.35,14163146.9
19409,2021-05,000000009007898,278.53,14883362.3
19410,2021-05,000000009008410,1651.44,83470465.4
19411,2021-05,000000009008726,628.64,33636881.8
19412,2021-05,000000009020682,13.47,756806
19413,2021-05,000000009020537,2161.6,116292690
19414,2021-06,000000009017217,94.65,5456572.5
19415,2021-06,000000009016098,94.66,4859268.4
19416,2021-06,000000009001476,1012.73,54312483.5
19417,2021-07,000000009000816,855.9,44052379.6
19418,2021-05,000000009009888,210.45,12256703.5
19419,2021-05,000000009017217,227.31,13083428.5
19420,2021-05,000000009021565,906.63,47860917.7
19421,2021-05,000000009002716,105.14,5677353.8
19422,2021-05,000000009001013,433.71,23996064
19423,2021-05,000000009015098,4814.99,245908715
19424,2021-07,000000009002237,67.53,3606002
19425,2021-07,000000009004309,494.86,26360849
19426,2021-05,000000009004423,530.12,26452953.7
19427,2021-05,000000009011010,1417.02,76546180
19428,2021-07,000000009001639,1680.33,83543547.1
19429,2021-07,000000009018738,1190.32,63610560.8
19430,2021-05,000000009016008,99.54,5678139
19431,2021-05,000000009004601,76.51,3968128.5
19432,2021-05,000000009010606,187.31,9459155
19433,2021-05,000000009000036,330.77,18940719.5
19434,2021-05,000000009001198,763.17,43207143.5
19435,2021-05,000000009012290,586.99,31093375
19436,2021-05,000000009021640,136.86,7407860.2
19437,2021-06,000000009020164,11.51,652443.4
19438,2021-06,000000009021588,89.44,4785040
19439,2021-06,000000009000014,2938.41,158488724.5
19440,2021-06,000000009020123,451.05,23669310
19441,2021-06,000000009002152,862.33,44740959.5
19442,2021-06,000000009006600,84.92,4084738.8
19443,2021-06,000000009013323,127.97,6232569.2
19444,2021-05,000000009000072,463.4,27231319
19445,2021-05,000000009013327,1138.91,61514872.9
19446,2021-06,000000009015353,47.34,2604889.3
19447,2021-06,000000009001680,194.16,10354900.4
19448,2021-06,000000009005067,300.74,16246175
19449,2021-06,000000009011694,570.04,32223812.6
19450,2021-06,000000009016438,136.53,7756645.93
19451,2021-05,000000009001526,339.24,17554742.4
19452,2021-05,000000009007867,58.89,3060523.5
19453,2021-07,000000009014334,1353.48,66343720.1
19454,2021-07,000000009001508,5859.4,298025935.3
19455,2021-07,000000009012317,216.28,11699601
19456,2021-07,000000009004412,439.13,22561413.3
19457,2021-07,000000009000065,2355.6,117896010.6
19458,2021-07,000000009001069,293.04,15477372
19459,2021-07,000000009005067,642.7,33482376.5
19460,2021-05,000000009000364,1587.61,80455250.6
19461,2021-05,000000009002287,1109.95,57360933.7
19462,2021-07,000000009021303,793.64,38478434.8
19463,2021-05,000000009016098,69.32,3840746
19464,2021-05,000000009000044,212.72,10744364.1
19465,2021-05,000000009002586,157.32,8174949.9
19466,2021-05,000000009013654,164.72,9430220
19467,2021-05,000000009001376,184.44,9540213.2
19468,2021-05,000000009021816,73.44,3778048
19469,2021-06,000000009005304,430.59,23665226.4
19470,2021-06,000000009018104,540.96,27885184
19471,2021-07,000000009000353,79.16,4027380
19472,2021-05,000000009001229,377.04,19531808
19473,2021-05,000000009016361,31.37,1776392
19474,2021-07,000000009001707,339.27,17883073.7
19475,2021-07,000000009001274,70.01,3702196.3
19476,2021-07,000000009021646,52.13,2574374.53
19477,2021-07,000000009000123,39.9,2072431
19478,2021-07,000000009000310,16.48,857000
19479,2021-05,000000009000147,558,29278890
19480,2021-07,000000009001744,354.65,19036398.5
19481,2021-07,000000009001722,688.92,35450160.4
19482,2021-07,000000009009048,206.94,9775593
19483,2021-07,000000009019607,157.38,9230337
19484,2021-07,000000009016984,125.67,6988508.7
19485,2021-07,000000009023322,2476.22,113133253
19486,2021-05,000000009021181,839.97,46714481
19487,2021-05,000000009013962,214.2,10246496
19488,2021-05,000000009001364,1026.44,36647976
19489,2021-05,000000009002494,121.78,4627640
19490,2021-05,000000009023094,2.56,144343.2
19491,2021-05,000000009002838,689.68,8058546
19492,2021-06,000000009001086,30.64,1704649
19493,2021-06,000000009013312,81.48,4418369.8
19494,2021-05,000000009001734,166.36,8472966.5
19495,2021-06,000000009000013,906.35,49596382.5
19496,2021-06,000000009004973,161.95,8859727.5
19497,2021-06,000000009002777,55,2804630
19498,2021-07,000000009022651,246.24,11957752
19499,2021-07,000000009009723,423.04,22845226
19500,2021-07,000000009016875,33.34,1718070
19501,2021-07,000000009000222,26.72,1387649
19502,2021-07,000000009013291,2488.94,113411708
19503,2021-05,000000009001228,180,1589360
19504,2021-05,000000009015316,54459.28,26450701
19505,2021-05,000000009021203,315.38,3689946
19506,2021-05,000000009002015,248.66,8989059
19507,2021-05,000000009005206,652.32,34001329.2
19508,2021-07,000000009000013,1855.68,96738676
19509,2021-07,000000009000014,5750.86,293692763
19510,2021-07,000000009015889,590.52,27581916.2
19511,2021-07,000000009002108,138.68,6828305.5
19512,2021-07,000000009022040,740.02,28046758
19513,2021-07,000000009023203,47.5,2437152
19514,2021-07,000000009000612,154.37,8086675.25
19515,2021-05,000000009002839,1714.9,91226995
19516,2021-05,000000009007795,183.19,9750123
19517,2021-05,000000009019700,249.44,611128
19518,2021-05,000000009007997,212.64,11532716
19519,2021-06,000000009016789,149.84,7989610
19520,2021-06,000000009004564,99.84,5303067
19521,2021-06,000000009002716,94.49,5006603.4
19522,2021-06,000000009015942,121.63,6225704.5
19523,2021-06,000000009002727,53.42,2984026
19524,2021-06,000000009005215,7694.78,342444991
19525,2021-06,000000009004430,60,591400
19526,2021-06,000000009001347,768.83,38335397
19527,2021-06,000000009018273,101.42,5167349
19528,2021-07,000000009001179,86.8,5075024
19529,2021-07,000000009020859,405,4169400
19530,2021-05,000000009022923,1293.66,620956.8
19531,2021-05,000000009000972,227.12,2612322
19532,2021-07,000000009013434,137.03,7365038.1
19533,2021-07,000000009011010,1855.16,93352522
19534,2021-07,000000009021335,154.74,8258432.33
19535,2021-07,000000009013311,90.9,4829705
19536,2021-07,000000009007867,28.1,1419188
19537,2021-07,000000009001259,689.06,35111572
19538,2021-05,000000009019699,99.68,244216
19539,2021-05,000000009000819,67.59,3789099.5
19540,2021-06,000000009007761,61.44,3409920
19541,2021-06,000000009022620,79.77,4249581.2
19542,2021-06,000000009013291,1936.18,90646293
19543,2021-06,000000009002504,1356.46,49513371
19544,2021-06,000000009002838,871.92,8928504
19545,2021-07,000000009021079,10.54,556031.98
19546,2021-07,000000009001013,399.91,21573277.5
19547,2021-07,000000009005609,338.31,16603237.2
19548,2021-05,000000009000071,117.18,6190908
19549,2021-07,000000009020066,2015.36,804039.8
19550,2021-07,000000009010933,416.78,21524203
19551,2021-07,000000009002838,407.28,3517743
19552,2021-07,000000009002819,154.73,7636252.5
19553,2021-07,000000009015098,646.33,31276945
19554,2021-06,000000009013327,606.26,33680206
19555,2021-05,000000009011902,31.11,1770781.5
19556,2021-06,000000009016051,14.4,770400
19557,2021-06,000000009000108,3,172320
19558,2021-06,000000009022570,10.8,606488.4
19559,2021-07,000000009021830,5.78,303163
19560,2021-07,000000009001498,316.6,17319810
19561,2021-07,000000009021452,920.44,3865848
19562,2021-07,000000009000961,29.1,1199131
19563,2021-07,000000009008986,66.41,3553455
19564,2021-07,000000009004636,1448.54,72976341.66
19565,2021-05,000000009022641,34.09,1789795
19566,2021-05,000000009022734,50.98,2829390
19567,2021-05,000000009002763,56.35,3166883.9
19568,2021-05,000000009001338,87.66,4856507.5
19569,2021-05,000000009950122,9931.51,430033737.81
19570,2021-06,000000009009879,449.77,23951216
19571,2021-06,000000009001229,530.71,28382904
19572,2021-06,000000009001537,48.93,2492983.5
19573,2021-06,000000009014539,39.08,2159015.53
19574,2021-07,000000009009890,471.28,25646470.5
19575,2021-07,000000009021157,43.88,3291000
19576,2021-07,000000009002598,284.28,15626795
19577,2021-07,000000009022430,60.57,3113564.6
19578,2021-05,000000009002727,23.94,1347750
19579,2021-05,000000009005044,39.45,2073097.5
19580,2021-05,000000009001191,527.96,27686124
19581,2021-05,000000009001259,162.3,8230497
19582,2021-05,000000009012373,364.27,20210753.6
19583,2021-05,000000009007156,144.71,7892852
19584,2021-06,000000009000133,191.68,10550389.4
19585,2021-06,000000009021213,15.84,831600
19586,2021-06,000000009008686,173.71,9066955.5
19587,2021-05,000000009000290,407.1,21569205
19588,2021-06,000000009018142,291.71,14894790.7
19589,2021-07,000000009022976,6.48,335534.4
19590,2021-07,000000009013191,102.52,4747886.2
19591,2021-07,000000009011552,333.47,17669127.7
19592,2021-05,000000009002185,108.09,6182033
19593,2021-06,000000009005685,186.7,11015300
19594,2021-06,000000009014016,140,1374900
19595,2021-06,000000009000855,76.28,3938818.8
19596,2021-07,000000009001202,12.57,666838.5
19597,2021-07,000000009001727,1097.86,48587050.7
19598,2021-05,000000009022855,350.61,18562915
19599,2021-06,000000009001621,1548.32,76690850.5
19600,2021-06,000000009000972,165.1,1208490
19601,2021-06,000000009002298,160,1580600
19602,2021-05,000000009018678,399.63,20700575
19603,2021-06,000000009002342,196.84,596425.2
19604,2021-07,000000009000224,433.09,23542640.5
19605,2021-07,000000009000616,181.4,9060547
19606,2021-07,000000009007156,24.96,1308707.8
19607,2021-07,000000009014785,66.6,3693690
19608,2021-05,000000009008978,35,1897000
19609,2021-06,000000009015994,103.1,5208246.5
19610,2021-06,000000009005696,200.99,10616032.5
19611,2021-07,000000009020576,39.94,2342481
19612,2021-07,000000009005531,28.38,1546806
